Fire Name,Year,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Response,StormDate,GaugeDist_m,StormStart,StormEnd,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm
Station,2009,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,0,2014/01/18,1730.38,1/17/10 15:53,1/18/10 15:00,23.117,21.2,0.92,5.6,4,3.2,2.5204358,0.75745079,0.470333099,0.15,1.4,2,3.2
Station,2009,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,0,2014/01/20,1730.38,1/19/10 7:28,1/19/10 16:32,9.083,5.6,0.62,8.8,5.2,3.6,2.5204358,0.75745079,0.470333099,0.15,2.2,2.6,3.6
Station,2009,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,0,2014/01/23,1730.38,1/21/10 4:19,1/21/10 16:47,12.467,14.8,1.19,4.8,4.8,4.4,2.5204358,0.75745079,0.470333099,0.15,1.2,2.4,4.4
Station,2009,stn,stn_3150,Training,CA,11,401165.2683,3806592.871,0,2013/12/12,1148.92,12/10/09 21:21,12/13/09 5:08,55.8,29,0.52,8,6.8,5.6,0.0673444,0.725570755,0.419898163,0.15,2,3.4,5.6
Station,2009,stn,stn_3150,Training,CA,11,401165.2683,3806592.871,0,2013/11/13,1148.92,NaN,NaN,0,0,0,NaN,NaN,NaN,0.0673444,0.725570755,0.419898163,0.15,NaN,NaN,NaN
Station,2009,stn,stn_3241,Training,CA,11,401299.0183,3806509.121,0,2013/12/12,1178.76,12/10/09 21:21,12/13/09 5:08,55.8,29,0.52,8,6.8,5.6,0.0258875,0.792050705,0.493511963,0.15,2,3.4,5.6
Station,2009,stn,stn_3391,Training,CA,11,400402.7683,3806375.371,0,2013/11/13,456.468006,NaN,NaN,0,0,0,NaN,NaN,NaN,0.0826,0.37129467,0.148588089,0.15,NaN,NaN,NaN
Station,2009,stn,stn_3393,Training,CA,11,400445.2683,3806337.871,0,2013/12/12,499.460889,12/10/09 21:21,12/13/09 5:08,55.8,29,0.52,8,6.8,5.6,0.0361,0.424465599,0.105224617,0.15,2,3.4,5.6
Station,2009,stn,stn_3393,Training,CA,11,400445.2683,3806337.871,0,2013/11/13,499.460889,NaN,NaN,0,0,0,NaN,NaN,NaN,0.0361,0.424465599,0.105224617,0.15,NaN,NaN,NaN
Station,2009,stn,stn_3405,Training,CA,11,400402.7683,3806280.371,0,2013/12/12,390.691521,12/10/09 21:21,12/13/09 5:08,55.8,29,0.52,8,6.8,5.6,0.371275,0.298050957,0.220112808,0.15,2,3.4,5.6
Station,2009,stn,stn_3405,Training,CA,11,400402.7683,3806280.371,0,2013/11/13,390.691521,NaN,NaN,0,0,0,NaN,NaN,NaN,0.371275,0.298050957,0.220112808,0.15,NaN,NaN,NaN
Station,2009,stn,stn_3406,Training,CA,11,400292.7683,3806365.371,0,2013/12/12,451.966966,12/10/09 21:21,12/13/09 5:08,55.8,29,0.52,8,6.8,5.6,0.3152952,0.276847897,0.231102676,0.15,2,3.4,5.6
